CodeSta,Latitude,Longitude,Altitude,StaName,SensorType,Network,Geology,MeasuredVs30,Vs30_fCSN,f0_HVSR,A0_HVSR,f0_fCSN,TypeCurveHVSR,InfVs30_HVSR,TopographicSlope,InfVs30_TopoSlope,InfVs30_Vp,InferedVs30,PreferedVs30,uncertainty_Vs30,IDPreferedVs30,Kappa0,Channels,OrientationCH1,OrientationCH2,OrientationCH3
M06A,-54.9348,-67.6043,0,"GOBERNACION ANTARTICA CHILENA - PUERTO WILLIAMS","Episensor FBA - Basalt Serial 1252",CSN,Q1,-999,-999,-999,0,,,-999,0.0646770552926891,455,-999,455,455,0.557379023284951,8,-999,"",-999,-999,-999
M06L,-35.5355,-71.4857,0,"1RA COMISARIA SAN CLEMENTE","Episensor FBA - Basalt Serial 1310",CSN,Q1,358,358,5.76666666666667,2.44700829485296,1.15 [Hz],flat,640,0.0256347915304888,364,627,526.21066989997,358,-999,1,-999,"",-999,-999,-999
M07L,-35.0915,-72.0201,0,"TENENCIA CUREPTO","Episensor FBA - Basalt Serial 1460",CSN,Pz4b,-999,-999,1.63333333333333,6.62363548733292,,peak,194,0.0426835012302503,404,407,321.872831279859,325,0.237400492741652,2,0.0195495456393355,"",-999,-999,-999
M08L,-35.9676,-72.3101,0,"4TA COMISARIA CAUQUENES","Episensor FBA - Basalt Serial 1515",CSN,Q1,425,425,-999,0,2.14 [Hz],peak,-999,0.0620255025715553,449,-999,449,425,-999,1,-999,"",-999,-999,-999
M09L,-35.5908813477,-72.2813873291,0,"RETEN EMPEDRADO","Episensor FBA - Basalt Serial 1463",CSN,Pz4b,485,400,2.5,5.49869557224177,2.56 [Hz],peak,300,0.0380429614563094,393,456,378.250062861453,485,-999,1,-999,"",-999,-999,-999
M10L,-35.8431,-72.63,0,"RETEN CURANIPE","Episensor FBA - Basalt Serial 1064",CSN,Qm,428,402,10,5.56016542523806,,peak,750,0.160217719748253,668,637,689.611453356802,428,-999,1,-999,"",-999,-999,-999
M11L,-35.4401016235,-71.6319580078,100,"TENENCIA CARLOS TRUPP","Episensor FBA - Basalt Serial 1496",CSN,Pl3t,466,482,4.1,4.54007105386289,6.87 [Hz],peak,534,0.0256167780167936,364,347,425.3754714609,466,-999,1,-999,"",-999,-999,-999
M12L,-35.4337,-71.68,98,"TENENCIA LA FLORIDA","Episensor FBA - Basalt Serial 1290",CSN,Pl3t,687,524,0.133333333333333,4.37913629961073,,flat,150,0.0324474762480154,380,560,430.069718096393,687,-999,1,-999,"",-999,-999,-999
M13L,-36.1411,-71.8242,180,"MUNICIPALIDAD DE PARRAL","Episensor FBA - Basalt Serial 1499",CSN,Pl3t,310,309,1.76666666666667,4.1376875581567,1.75 [Hz],peak,217,0.0431630461351268,405,171,248.499748554187,310,-999,1,-999,"",-999,-999,-999
M14L,-35.3328,-72.4283,120,"COLEGIO BOSQUES DE GAIA CONSTITUCION","Episensor FBA - Basalt Serial 1537",CSN,Jig,255,257,1.06666666666667,3.15303748481732,1.83 [Hz],flat,150,0.0879729413361196,508,472,439.204607456805,255,-999,1,-999,"",-999,-999,-999
M15L,-35.3397,-72.4022,10,"HOSPITAL DE CONSTITUCION","Episensor FBA - Basalt Serial 1445",CSN,Jig,308,308,3.23333333333333,4.22413304214758,6.74 [Hz],peak,436,0.0162239907616356,327,396,394.363716369122,308,-999,1,-999,"",-999,-999,-999
M16L,-35.8397,-71.5944,0,"LINARES","Episensor FBA - Basalt Serial 1529",CSN,Q1,484,484,-999,0,0.35 [Hz],peak,-999,0.0813282155086197,493,-999,493,484,-999,1,-999,"",-999,-999,-999
M17L,-34.8845,-71.9926,0,"REGISTRO CIVIL VICHUQUEN","Episensor FBA - Basalt Serial 1462",CSN,Pz4b,-999,-999,6.5,5.66843242870047,,peak,669,0.0525073233167417,427,959,709.361453356802,712,0.237400492741652,2,-999,"",-999,-999,-999
M18L,-35.8244,-70.7945,0,"ADUANA PDI - AVANZADA LA MINA","Episensor FBA - Basalt Serial 1521",CSN,OM2c,-999,-999,-999,0,,,-999,0.186732420490122,730,-999,730,730,0.557379023284951,8,-999,"",-999,-999,-999
M19L,-35.1388,-70.4772,0,"COMPLEJO FRONTERIZO PASO VERGARA","Episensor FBA - Basalt Serial 1456",CSN,Js1m,-999,-999,2.43333333333333,2.97394804861495,,peak,295,0.23756920300213,819,2506,1202.87446567765,1234,0.237400492741652,2,-999,"",-999,-999,-999
MA02,-35.7626,-71.418098,237,"PANIMAVIDA","Guralp CMG5T Sensor/Quanterra 330 Linear Phase",C1-IRISDMC,Q1,470,-999,1.6,0,,flat,188,0.0761289782086546,482,-999,371.003637465899,470,-999,1,-999,"",90,0,0
MATA01R,-33.96,-71.873,-999,"MATANZAS ESCUELA","SMA-1",REN,,394,-999,2.07,2.78050367697007,,peak,259,0.0843890523864765,500,-999,362.297617550918,394,-999,1,-999,"",-999,-999,-999
MAUL01R,-34.9905,-71.2367,-999,"CURICO S/N 499","QDR",REN,,623,-999,4.55,2.60255608838374,,peak,571,0.0426385253008775,404,-999,499.42032310787,623,-999,1,-999,"",-999,-999,-999
MAUL02R,-34.9763,-71.8059,-999,"HUALANE S/N 4564","SMA-1",REN,,547,-999,2.19,2.95547546518854,,peak,272,0.0426322596066291,404,-999,328.577948202162,547,-999,1,-999,"",-999,-999,-999
MAUL02S,-35.96745,-72.321325,-999,"CAUQUENES","SMA-1",DGG,,388,-999,2.12,5.79934909135659,,peak,265,0.0199554363770671,343,-999,298.432423937641,388,-999,1,-999,"",-999,-999,-999
MAUL03R,-35.429877,-71.664912,-999,"TALCA S/N 4568 - COLEGIO INTEGRADO","SMA-1",REN,,537,-999,2.82,3.33450486838428,,peak,369,0.019822033768214,343,-999,357.855858687453,537,-999,1,-999,"",-999,-999,-999
MAUL03S,-35.6938888888889,-71.4197222222222,-999,"COLBUN","SMA-1",DGG,,-999,-999,0.68,1.98528624987939,,flat,150,0.0380558163734021,393,-999,301.258108517733,248,0.531822001697684,3,-999,"",-999,-999,-999
MAUL04R,-35.3401,-72.4057,-999,"HOSPITAL CONSTITUCION S/N 4598","SMA-1",REN,,224,-999,2.89,4.59429593068406,,peak,381,0.346572419679399,988,-999,641.172837566005,224,-999,1,-999,"",-999,-999,-999
MAUL04S,-35.32975,-72.41155,-999,"CONSTITUCION - COLEGIO","SMA-1",DGG,,195,-999,0.92,5.78010864239653,,peak,150,0.0197975227805215,342,-999,269.512579569567,195,-999,1,-999,"",-999,-999,-999
MAUL05S,-35.0099,-71.9303,-999,"HUALAÑE","SMA-1",DGG,,-999,-999,2.98,2.73484298587786,,peak,397,0.22714825947852,803,-999,571.020052803621,561,0.311010350044602,3,-999,"",-999,-999,-999
MAUL06S,-34.9580555555556,-72.1833333333333,-999,"ILOCA","SMA-1",DGG,,-999,-999,3.4,5.56848068309609,,peak,459,0.337214891921731,973,-999,679.311101332663,666,0.311010350044602,3,-999,"",-999,-999,-999
ME03,-33.4936,-70.5102,1087,"S/ NOMBRE","No information",C1-IRISDMC,OM2c,537,-999,0.1,2.76257265196787,,flat,150,0.102142030001561,538,567,495.004849954532,537,-999,1,-999,"",90,0,-999
ME05,-33.3919,-70.7381,765,"S/ NOMBRE","No information",C1-IRISDMC,OM3b,-999,-999,3.17,3.11939922702467,,peak,427,0.157171849953156,661,-999,527.297271812924,521,0.311010350044602,3,-999,"",90,0,0
ME06,-33.3404,-70.6428,616,"S/ NOMBRE","No information",C1-IRISDMC,OM2c,-999,-999,19.6,1.86094750304399,,peak,824,0.652283118119256,1462,-999,1097.46008297712,1081,0.311010350044602,3,-999,"",90,0,-999
MELP,-33.6874,-71.2138,-999,"MELIPILLA 2010","QDR",C,,599,-999,3.75,4.45082607473008,,peak,500,0.0388257324491338,395,-999,454.994813930098,599,-999,1,-999,"",-999,-999,-999
MG01,-54.9322,-67.63,57,"PUERTO WILLIAMS","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,-999,-999,-999,0,,,-999,0.0779921043142455,486,-999,486,486,0.557379023284951,8,-999,"",90,90,0
MG02,-52.7808,-69.2242,82,"CERRO SOMBRERO","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1g1,-999,-999,-999,0,,,-999,0.191326063935107,740,427,574.044220665499,567,0.375976268403919,5,-999,"",90,0,-999
MG03,-53.84798,-70.46275,83,"ISLA DAWSON","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,-999,-999,-999,0,,,-999,0.0824459347916992,496,-999,496,496,0.557379023284951,8,-999,"",90,0,-999
MG04,-52.8572,-71.57,82,"RIESCO","Episensor, DC to >200 Hz,  5V differential full sc",C1-IRISDMC,M1c,-999,-999,-999,0,,,-999,0.0408917650824331,400,2579,1555.32793345009,1602,0.375976268403919,5,-999,"",90,0,-999
MG05,-51.6784,-72.5032,99,"PUERTO NATALES","Episensor, DC to >200 Hz,  5V differential full sc",C1-IRISDMC,Ks1mp,-999,-999,-999,0,,,-999,0.0398640621894408,397,1038,736.864711033275,751,0.375976268403919,5,-999,"",90,0,-999
ML02,-35.7626,-71.4181,237,"PANIMAVIDA"," Episensor, DC to &gt;200 Hz,  5V differential full sc",C1-IRISDMC,Q1,-999,469,7.7,2.19948910334918,1.23 [Hz],flat,705,0.0486685527191854,418,396,449.548347984238,519,0.387667502106948,2,-999,"",90,0,-999
ML03,-35.717189,-72.42244,274,"CHANCO","",C1-IRISDMC,,-999,-999,-999,0,,,-999,0.210898652288486,777,609,687.92469352014,684,0.375976268403919,5,-999,"",90,0,0
MNMCX,-19.13108,-69.59553,2304,"MIÑIMIÑE","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,PPl1r,-999,-999,5.53333333333333,2.69479548994037,,flat,629,0.230212505562579,807,431,606.607153682934,603,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
MT01,-33.8641,-71.2509,310,"POPETA"," Episensor, DC to &gt;200 Hz,  5V differential full sc",C1-IRISDMC,CPg,-999,-999,3.66666666666667,1.89863881518821,,flat,491,0.200328789160856,761,1218,933.799939375568,825,0.387667502106948,2,-999,"",90,0,-999
MT02,-33.2591,-71.1377,323,"CURACAVÍ"," Episensor, DC to &gt;200 Hz,  5V differential full sc",C1-IRISDMC,Q1,-999,-999,9.73333333333333,1.85357961371489,,flat,746,0.326111379258361,956,1337,1102.2597756896,1015,0.387667502106948,2,0.037,"",90,0,-999
MT03,-33.4936,-70.5102,1087,"UNAB","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C1-IRISDMC,OM2c,537,-999,4,2.27671224822205,,peak,525,0.102142030001561,538,592,551.782059341212,537,-999,1,-999,"",90,0,-999
MT04,-33.466388,-70.136194,1922,"OLIVARES","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,OM2c,-999,-999,0.1,1.90479848915173,,flat,150,0.354536589794191,1000,1053,900.922400727493,697,0.387667502106948,2,-999,"",90,0,-999
MT05,-33.3919,-70.7381,765,"CERRO COLORADO - RENCA"," Episensor, DC to &gt;200 Hz,  5V differential full sc",C1-IRISDMC,OM3b,-999,-999,2.76666666666667,3.77901977434683,,peak,358,0.157171849953156,661,768,578.496605481519,585,0.237400492741652,2,0.076,"",90,0,-999
MT07,-32.975956,-71.015636,2234,"CERRO EL ROBLE"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Kiag,-999,-999,9.5,3.38346441559026,,flat,742,0.328371863728829,959,903,901.4383146408,856,0.387667502106948,2,-999,"",90,0,-999
MT08,-33.405158,-70.133366,2045,"BOCATOMA COLORADO","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,OM2c,-999,-999,0.1,0,,flat,150,0.151528707411081,647,889,686.994543801152,546,0.387667502106948,2,-999,"",90,0,-999
MT09,-33.77622,-70.98867,1371,"TALAGANTE"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Ki2c,-999,-999,5.23333333333333,2.27829506088688,,flat,613,0.499817298847873,1225,1099,1077.48075174295,947,0.387667502106948,2,-999,"",90,0,-999
MT10,-33.27279,-70.53723,1410,"HACIENDA SANTA MARTINA","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,PPl1r,-999,-999,1.73333333333333,2.73827617835974,,peak,212,0.174641556490298,701,490,433.339954739754,439,0.237400492741652,2,-999,"",90,0,-999
MT12,-33.73273,-70.54869,727,"PIRQUE","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,Q1,-999,-999,0.733333333333333,0,,peak,150,0.0759309313360561,481,336,365.548347984238,303,0.387667502106948,2,-999,"HHE, HHN, HHZ",90,0,-999
MT13,-33.7435,-70.28609,1199,"SAN ALFONSO","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,-999,-999,3.5,2.84522936189639,,peak,471,0.458537570101841,1161,1031,842.122705556952,852,0.237400492741652,2,-999,"",90,0,-999
MT14,-33.39573,-70.536232,856,"CALAN","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,Q1,-999,-999,0.1,2.55871375378619,,flat,150,0.234431851380602,814,537,588.838739011822,461,0.387667502106948,2,-999,"",90,0,-999
MT15,-33.599397,-70.506261,784,"LAS VIZCACHAS","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,Pl3t,-999,-999,4,3.3274891596091,,peak,525,0.0992841640948934,532,821,630.544505908977,634,0.237400492741652,2,-999,"",90,0,-999
MT18,-33.4631,-70.66439,525,"CASONA","",C1-IRISDMC,,-999,-999,0.8,3.25837027284537,,peak,150,0.0377946400674799,393,1140,704.31160957866,572,0.387667502106948,2,-999,"",90,0,-999
OLMU,-32.99407,-71.173715,-999,"OLMUE, CASA PARTICULAR","QDR",C,,392,-999,1.46,4.28107452607578,,peak,158,0.0649208088463512,455,-999,342.871021521673,392,-999,1,-999,"",-999,-999,-999
PATCX,-20.82071,-70.15288,832,"PATACHE","CMG5 + Q330 + STS2",CX-GEOFON,J3i,-999,-999,3.76666666666667,2.26176694072588,,flat,502,0.113806021956302,564,762,646.866929372537,612,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB01,-21.04323,-69.4874,900,"HUATACONDO","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,MP1c,-999,-999,3.26666666666667,2.01259365622632,,flat,441,0.281341775918544,887,1070,907.03425280388,784,0.387667502106948,2,0.0391115847968725,"HHZ, HHE, HHN",0,90,0
PB02,-21.31973,-69.89603,1015,"SALAR GRANDE","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,OM1c,-999,-999,1.3,1.2911961799782,,flat,150,0.264150676312437,860,1146,889.422855410731,695,0.387667502106948,2,0.0465724229735387,"HHZ, HHE, HHN",0,90,0
PB03,-22.04847,-69.7531,1460,"EL TIGRE","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,DC4,-999,-999,0.333333333333333,1.19525079073841,,flat,150,0.119195380445332,575,1412,901.598060018187,718,0.387667502106948,2,0.0101860371886957,"HHZ, HHE, HHN",0,90,0
PB04,-22.33369,-70.14918,1520,"MANTOS DE LA LUNA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,J3i,-999,-999,3.3,1.53263783448908,,flat,445,0.147631760358124,638,693,635.443164595332,585,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB05,-22.85283,-70.20235,1150,"MICHILLA","Episensor + Q330 digitizer",CX-GEOFON,J3i,-999,-999,0.133333333333333,1.83898331160239,,flat,150,0.236054384113562,816,1022,814.698393452561,638,0.387667502106948,2,0.009,"HHZ, HHE, HHN",0,90,0
PB06,-22.7058,-69.57188,1440,"PEDRO DE VALDIVIA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,Ks2c,-999,-999,7.73333333333333,1.83511762581501,,flat,706,0.214624489073722,783,962,854.866929372537,819,0.387667502106948,2,0.006,"HHZ, HHE, HHN",0,90,0
PB07,-21.72667,-69.88618,1570,"CERRO TATAS","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,J3i,-999,-999,4.33333333333333,1.49255751528464,,flat,554,0.221249662419402,793,1228,960.100636556532,861,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB08,-20.14112,-69.1534,3060,"MACAYA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,Ks2c,-999,-999,4.5,2.06596624192098,,flat,567,0.44189305319867,1135,1090,1031.473173689,903,0.387667502106948,2,0.0263901925381272,"HHZ, HHE, HHN",0,90,0
PB09,-21.79638,-69.24192,1530,"QUILLAGUA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,JK1c,-999,-999,10,1.46468462400871,,flat,750,0.0599192368108305,444,1538,996.226129130039,958,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB10,-23.51343,-70.55408,250,"JUAN LOPEZ","Episensor + Q330HR digitizer",CX-GEOFON,Qa,-999,-999,0.5375,2.57658576251839,,peak,150,0.301374005650126,918,1078,880.509851470142,685,0.387667502106948,2,0.055,"HHZ, HHE, HHN",0,90,0
PB11,-19.76096,-69.65582,1400,"QUEBRADA ARICILDA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,M1c,1044,1044,0.5,3.19566124918952,0.67 [Hz],flat,150,0.342034644478733,981,567,667.961503485905,1044,-999,1,0.0163750912981241,"HHZ, HHE, HHN, HHZ, HHE, HHN",0,90,0
PB12,-18.61406,-70.32809,908,"CERRO CAMARACA, ARICA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,Jsg,-999,-999,4.36666666666667,1.87966677355589,,flat,556,0.139797149479826,620,1360,954.107305244013,865,0.387667502106948,2,0.051,"HHZ, HHE, HHN",0,90,0
PB13,-18.33585,-69.5016,4480,"CERRO CHAQUIPINA","Episensor + Q330HR digitizer",CX-GEOFON,OM2c,-999,-999,1.99,2.39985439351429,,peak,249,0.37235691702819,1028,-999,582.895618556701,563,0.311010350044602,3,0.057,"HHZ, HHE, HHN",0,90,0
PB14,-24.62597,-70.40379,2630,"EUROPEAN SOUTHERN OBSERVATORY CERRO PARANAL, CHILE","",CX-GEOFON,,-999,-999,13.9,0,,flat,793,0.502533448727762,1229,-999,1064.39314943922,969,0.531822001697684,3,-999,"HHZ, HHE, HHN",0,90,0
PB15,-23.208335,-69.47092,1830,"SIERRA GORDA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,Ks2c,-999,-999,2.2,3.54822342797799,,peak,273,0.380893103986695,1041,495,545.387100829771,551,0.237400492741652,2,0.0220172363636874,"HHZ, HHE, HHN",0,90,0
PB16,-18.3351,-69.50767,4480,"CERRO CHPIQUIÑA","Episensor + Q330HR digitizer",CX-GEOFON,OM2c,-999,-999,0.333333333333333,1.66098378303501,,flat,150,0.352804680444953,997,985,868.193695059109,671,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB18,-17.58954,-69.48,4155,"VISVIRI, CHILE","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,PPl1l,-999,-999,0.21,0,,flat,150,0.146373526644382,635,187,356.525310700212,288,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PB19,-23.90478,-69.290647,2480,"PICO DE ORO, CHILE","Episensor, DC to >200 Hz,  20V differential full s",CX-GEOFON,PEg,-999,-999,0.166666666666667,1.66222464130162,,flat,150,0.248012714484905,835,937,782.66959684753,612,0.387667502106948,2,-999,"HHZ, HHE, HHN",0,90,0
PEL,-33.1436,-70.674698,-999,"","",,,-999,-999,0.1,2.30883052112845,,flat,150,0.149036049885845,642,-999,456.250985147014,349,0.531822001697684,3,-999,"",-999,-999,-999
PSGCX,-19.59717,-70.12305,966,"PISAGUA","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,JKg,1639,1639,0.266666666666667,1.90534440289181,,flat,150,0.146342384193335,635,1033,749.13701121552,1639,-999,1,-999,"HHZ, HHE, HHN",0,90,0
PX02,-18.9633,-70.19814,990,"QUEBRADA CAMARONES, CHILE","GFZ:CX1980:FBA-EST/2.5/g=0",C1-IRISDMC,J3i,-999,-999,0.233333333333333,4.50797940980093,,peak,150,0.0512746379378601,424,1165,728.016671718703,590,0.387667502106948,2,-999,"",-999,-999,-999
PX03,-20.40348,-69.63087,990,"EL HUARANGO, CHILE","GFZ:CX1980:FBA-EST/2.5/g=0",C1-IRISDMC,Qa,-999,-999,0.133333333333333,1.17921686183865,,flat,150,0.0381302384288077,393,1438,842.607456805092,681,0.387667502106948,2,-999,"",-999,-999,-999
PX05,-21.93972,-70.06123,-999,"TOCOPILLA, CHILE","",C1-IRISDMC,,-999,-999,-999,0,,,-999,0.107069336946792,549,2153,1399.45709281961,1434,0.375976268403919,5,-999,"",-999,-999,-999
PX06,-23.51152,-70.24953,-999,"SALAR DE CARMEN, CHILE","",C1-IRISDMC,,-999,-999,-999,0,,,-999,0.035248413994155,387,749,578.936077057793,587,0.375976268403919,5,-999,"",-999,-999,-999
QF01,-32.5581,-70.9289,0,"GUAYACAN","CMG5",XS-RESIF,,-999,-999,0.3,3.24732132589037,,flat,150,0.0994606573224311,533,-999,388.402697787208,305,0.531822001697684,3,-999,"HNN, HNZ, HNE",0,0,90
QF02B,-34.4019,-72.0161,93,"PICHILEMU","CMG5",XS-RESIF,,-999,-999,9.9,2.46841736273828,,flat,748,0.0922034130405329,517,-999,604.211427705365,655,0.531822001697684,3,-999,"HNE, HNN, HNZ",90,0,0
QF03,-32.5786,-71.4528,0,"CACHAGUA (AMAYA)","CMG5",XS-RESIF,,-999,-999,3.86666666666667,3.68680966362912,,peak,512,0.11522487052544,567,-999,535.574145084234,534,0.311010350044602,3,-999,"HNN, HNZ, HNE",0,0,90
QF04,-33.1436,-70.6749,699,"PELDEHUE","CMG5",XS-RESIF,,-999,-999,2.2,1.78667512576404,,flat,273,0.149036049885845,642,-999,502.688238860261,422,0.531822001697684,3,-999,"HNZ, HNN, HNE",0,0,90
QF06,-33.309,-71.3908,329,"CASABLANCA","CMG5",XS-RESIF,,-999,-999,3.93333333333333,2.89042935891714,,peak,519,0.1164225882899,569,-999,540.431040985668,539,0.311010350044602,3,-999,"HNE, HNN, HNZ",90,0,0
QF09,-32.976,-71.0156,2187,"EL ROBLE","KINEMETRICS EST",XS-RESIF,,1951,-999,10,2.98358875540774,,flat,750,0.328371863728829,959,-999,880.094422552289,1951,-999,1,-999,"HNE, HNZ, HNN",90,0,0
QF19,-37.32,-73.3476,118,"ARAUCO","CMG5",XS-RESIF,,203,-999,0.733333333333333,5.27979204469586,,peak,150,0.0382696562840514,394,-999,301.880569869657,203,-999,1,-999,"HNE, HNZ, HNN",90,0,0
QF20,-35.6947,-72.124,0,"SAUZAL","CMG5",XS-RESIF,,-999,-999,2.86666666666667,7.58157148301239,,peak,377,0.203741730858945,766,-999,543.733498868494,534,0.311010350044602,3,-999,"HNE, HNN, HNZ",90,0,0
QF21,-36.4057,-72.4013,0,"NINHUE","CMG5",XS-RESIF,,-999,-999,1.8,5.42632251882175,,peak,222,0.100335049949871,535,-999,356.158316570279,348,0.311010350044602,3,-999,"HNZ, HNE, HNN",0,90,0
QF22,-37.6534,-73.6274,189,"LEBU","CMG5",XS-RESIF,,367,-999,4.1,5.85322644224886,,peak,534,0.038316165711984,394,-999,473.993085240131,367,-999,1,-999,"HNE, HNZ, HNN",90,0,0
QF23,-35.2054,-71.9666,76,"HIGUERILLAS","CMG5",XS-RESIF,,-999,-999,8.53333333333333,1.62033269015202,,flat,724,0.0486730538322017,418,-999,533.526826311003,601,0.531822001697684,3,-999,"HNN, HNE, HNZ",0,90,0
QF25,-36.7731,-73.2097,27,"CONCE - HUALPEN","CMG5",XS-RESIF,,-999,-999,3.43333333333333,1.53919354210776,,flat,463,0.100811517909216,536,-999,508.439678690512,492,0.531822001697684,3,-999,"HNN, HNE, HNZ",0,90,0
QF26,-37.9809,-73.2422,0,"CONTULMO","CMG5",XS-RESIF,,436,-999,3.53333333333333,2.45142187245131,,flat,475,0.182865329583234,721,-999,628.125492573507,436,-999,1,-999,"HNE, HNN, HNZ",90,0,0
QF27B,-33.9967,-71.5902,299,"NILHUE","CMG5",XS-RESIF,,-999,-999,0.166666666666667,6.16806768316907,,flat,150,0.112502123925241,561,-999,405.831615641103,316,0.531822001697684,3,-999,"HNN, HNE, HNZ",0,90,0
R01M,-33.362,-70.7002,523,"WALLMART QUILICURA","Episensor FBA - Basalt Serial 1353",CSN,Q1,-999,-999,1,4.73446532313043,,peak,150,0.0377836123884916,392,445,381.385571385268,319,0.387667502106948,2,0.0434459992309646,"",-999,-999,-999
R02M,-33.4727554321,-70.6597747803,0,"CLUB MILITAR DE SUBOFICIALES DEL EJERCITO","Episensor FBA - Basalt Serial 1465",CSN,Q1,882,724,3.03333333333333,2.44394084796503,,flat,405,0.0622126114706124,449,519,475.083661715671,882,-999,1,0.0362074445287074,"",-999,-999,-999
R03M,-33.5198,-70.6123,579,"MUSEO INTERACTIVO MIRADOR","Episensor FBA - Basalt Serial 1363",CSN,Q1,-999,-999,3.8,1.87227305421853,,flat,505,0,100,881,521.373446498939,538,0.387667502106948,2,-999,"",-999,-999,-999
R04M,-33.4625,-70.5297,0,"COMANDO DE TELECOMUNICACIONES DEL EJERCITO","Episensor FBA - Basalt Serial 1457",CSN,Q1,-999,-999,0.433333333333333,1.82992519078916,,flat,150,0.120624736816162,579,381,424.693240375871,344,0.387667502106948,2,0.0385433617965024,"",-999,-999,-999
